MemberName,CharacterName,Class,Level,Race,Main/Alt,Rank,AvailableDKP,EarnedDKP,SpentDKP,ApplicationDate,MembershipDate
Redwolf,Redwolf,Ranger,60,Wood Elf,main,member,317,372,55,2025-11-20 20:39:48,2025-12-16 01:00:58
Reija,Reija,Druid,58,Human,main,member,2,2,0,2026-02-11 20:05:23,2026-02-19 04:22:18
Relvinian,Galdous,Cleric,60,Erudite,alternate,member,88,159,73,2025-02-17 21:07:17,2025-10-02 03:25:03
Relvinian,Relvinian,Druid,60,Human,main,member,88,159,73,2025-02-17 21:07:17,2025-10-02 03:25:03
Renarin,Renarin,Cleric,60,Human,main,member,15,107,92,2025-10-26 13:14:00,2025-10-26 23:26:45
Reptilien,Ronce,Warrior,55,Wood Elf,alternate,member,95,133,38,2026-01-05 23:04:25,2026-01-24 03:24:36
Reptilien,Joyau,Bard,60,Wood Elf,alternate,member,95,133,38,2026-01-05 23:04:25,2026-01-24 03:24:36
Reptilien,Reptilien,Beastlord,60,Iksar,main,member,95,133,38,2026-01-05 23:04:25,2026-01-24 03:24:36
Reven,Kaburo,Ranger,60,Wood Elf,alternate,member,162,349,190,2025-09-01 23:40:09,2025-09-19 04:28:15
Reven,Issar,Paladin,60,Erudite,main,member,162,349,190,2025-09-01 23:40:09,2025-09-19 04:28:15
Reven,Reven,Rogue,60,Iksar,main,member,162,349,190,2025-09-01 23:40:09,2025-09-19 04:28:15
Reven,Brewlor,Cleric,60,Dwarf,alternate,member,162,349,190,2025-09-01 23:40:09,2025-09-19 04:28:15
Reven,Novissar,Wizard,60,Dark Elf,alternate,member,162,349,190,2025-09-01 23:40:09,2025-09-19 04:28:15
Reverseflash,Killabrew,Shadow Knight,46,Dark Elf,alternate,member,31,90,59,2025-09-08 17:58:35,2025-10-08 09:20:00
Reverseflash,Reverseflash,Bard,60,Half-Elf,main,member,31,90,59,2025-09-08 17:58:35,2025-10-08 09:20:00
Reverseflash,Erotika,Cleric,17,Dark Elf,alternate,member,31,90,59,2025-09-08 17:58:35,2025-10-08 09:20:00
Revisu,Revisu,Cleric,60,Dwarf,main,inactive,58,63,5,2024-10-30 00:28:20,
Rhettsu,Rhettsu,Monk,60,Iksar,main,member,11,0,73,2026-07-19 19:44:45,2026-08-09 12:03:47
Rhizzle,Rhizzle,Cleric,57,Gnome,main,former,0,2,1,,
Rookrue,Rookrue,Magician,11,Gnome,main,member,0,0,0,2026-05-24 22:10:00,2026-05-31 00:07:44
Rootwind,Rootwind,Ranger,60,Half-Elf,main,member,52,130,78,2025-09-10 00:00:36,2025-10-02 03:25:53
Rotsouls,Moroder,Bard,60,Half-Elf,main,member,110,198,146,2026-03-22 16:14:59,2026-05-07 00:12:20
Rotsouls,Rotsouls,Necromancer,60,Iksar,main,member,110,198,146,2026-03-22 16:14:59,2026-05-07 00:12:20
Rottonscale,Rottonscale,Necromancer,60,Iksar,main,member,79,114,35,2025-09-23 13:27:07,2025-10-02 03:27:30
Rounds,Rounds,Bard,60,Half-Elf,main,member,86,86,0,2024-10-26 15:08:21,2024-10-28 21:25:34
Rumford,Rumford,Ranger,60,Halfling,main,former,0,144,59,,
Rumplewink,Rhaz,Necromancer,1,Iksar,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Rumplewink,Magician,60,Gnome,main,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Djoser,Bard,12,Human,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Jahken,Rogue,1,Barbarian,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Muchu,Monk,45,Iksar,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Myrkyr,Shadow Knight,1,Iksar,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Thrym,Warrior,1,Ogre,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Phylax,Druid,1,Wood Elf,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Tralfaz,Shaman,10,Troll,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Kryphos,Wizard,3,Erudite,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Dryos,Ranger,1,Halfling,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Eirik,Paladin,1,Dwarf,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Leger,Enchanter,31,High Elf,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Malifide,Cleric,1,Dark Elf,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Rumplewink,Dhar,Beastlord,1,Ogre,alternate,member,298,874,578,2024-10-25 23:36:06,2024-11-18 22:27:16
Saldien,Illuadin,Bard,46,Half-Elf,alternate,member,96,333,237,2025-10-12 13:31:14,2025-10-26 16:53:28
Saldien,Saldien,Magician,60,Gnome,main,member,96,333,237,2025-10-12 13:31:14,2025-10-26 16:53:28
Saldien,Kiladyen,Druid,14,Wood Elf,alternate,member,96,333,237,2025-10-12 13:31:14,2025-10-26 16:53:28
Scarloc,Scarloc,Ranger,60,Wood Elf,main,member,12,86,119,2025-12-10 23:16:46,2025-12-31 18:12:21
Scarloc,Chungis,Beastlord,58,Barbarian,alternate,member,12,86,119,2025-12-10 23:16:46,2025-12-31 18:12:21
Scarloc,Taeclis,Magician,53,High Elf,alternate,member,12,86,119,2025-12-10 23:16:46,2025-12-31 18:12:21
Scarloc,Hellebron,Paladin,56,Half-Elf,alternate,member,12,86,119,2025-12-10 23:16:46,2025-12-31 18:12:21
Scheer,Scheer,Beastlord,60,Vah Shir,main,member,19,110,91,2026-02-16 20:37:06,2026-05-07 00:12:56
Scheer,Thornication,Druid,60,Half-Elf,alternate,member,19,110,91,2026-02-16 20:37:06,2026-05-07 00:12:56
Scheer,Skanlan,Rogue,55,Halfling,alternate,member,19,110,91,2026-02-16 20:37:06,2026-05-07 00:12:56
Scheer,Maestyr,Cleric,60,High Elf,main,member,19,110,91,2026-02-16 20:37:06,2026-05-07 00:12:56
Seabright,Seabright,Shaman,60,Troll,main,member,27,15,46,2026-06-26 00:18:10,2026-07-20 15:59:26
Sebasaz,Sebasaz,Necromancer,60,Iksar,main,former,0,31,4,,
Selistryle,Alexsandara,Paladin,9,Halfling,alternate,applicant,0,0,0,2026-02-06 08:36:13,
Selistryle,Selistryle,Beastlord,30,Barbarian,main,applicant,0,0,0,2026-02-06 08:36:13,
Selistryle,Selistryal,Beastlord,40,Vah Shir,alternate,applicant,0,0,0,2026-02-06 08:36:13,
Seniden,Seniden,Bard,60,Iksar,main,member,45,54,10,2025-02-06 04:01:40,2025-03-03 05:23:13
Seniden,Szenni,Wizard,30,Dark Elf,alternate,member,45,54,10,2025-02-06 04:01:40,2025-03-03 05:23:13
Setwo,Schro,Monk,60,Human,main,member,16,409,413,2026-01-06 18:40:14,2026-01-27 02:11:41
Setwo,Haywoodd,Enchanter,49,Human,alternate,member,16,409,413,2026-01-06 18:40:14,2026-01-27 02:11:41
Setwo,Pyed,Bard,8,Half-Elf,alternate,member,16,409,413,2026-01-06 18:40:14,2026-01-27 02:11:41
Setwo,Setwo,Necromancer,60,Human,main,member,16,409,413,2026-01-06 18:40:14,2026-01-27 02:11:41
Sever,Sever,Wizard,60,Dark Elf,main,member,79,1159,1163,2024-11-23 21:40:39,
Sever,Hinder,Warrior,54,Dark Elf,alternate,member,79,1159,1163,2024-11-23 21:40:39,
Sever,Clamor,Bard,1,Wood Elf,alternate,member,79,1159,1163,2024-11-23 21:40:39,
Sever,Vagary,Shadow Knight,60,Dark Elf,main,member,79,1159,1163,2024-11-23 21:40:39,
Sever,Vesyla,Ranger,57,Wood Elf,alternate,member,79,1159,1163,2024-11-23 21:40:39,
Sever,Wane,Beastlord,1,Wood Elf,alternate,member,79,1159,1163,2024-11-23 21:40:39,
Sever,Snick,Beastlord,12,Wood Elf,alternate,member,79,1159,1163,2024-11-23 21:40:39,
Sever,Elzyana,Necromancer,12,Dark Elf,alternate,member,79,1159,1163,2024-11-23 21:40:39,
Shaamn,Shaamn,Shaman,53,Barbarian,main,member,0,0,0,2025-12-11 05:37:44,2025-12-31 18:15:01
Shakur,Shakur,Shadow Knight,60,Ogre,main,inactive,45,59,14,2024-10-25 22:50:16,
Shamis,Loone,Bard,60,Wood Elf,main,member,1,65,64,2026-04-29 23:27:45,
Shamis,Shamis,Druid,60,Halfling,main,member,1,65,64,2026-04-29 23:27:45,
Shihouin,Shihouin,Rogue,55,Dark Elf,main,applicant,4,4,0,2025-11-11 06:27:06,
Sirchantsalot,Sirchantsalot,Enchanter,16,High Elf,main,member,0,0,0,2026-05-17 23:50:58,2026-06-07 17:44:48
Sisko,Sisko,Warrior,60,Iksar,main,member,56,67,12,2026-05-28 18:48:43,2026-07-04 17:21:40
Sisterquin,Brotherquinn,Beastlord,9,Barbarian,alternate,inactive,73,311,238,2024-10-28 01:53:41,
Sisterquin,Sisterquin,Magician,60,High Elf,main,inactive,73,311,238,2024-10-28 01:53:41,
Skibiddi,Skibiddi,Beastlord,52,Ogre,main,former,0,22,1,,
Sliccsar,Sliccsar,Monk,60,Iksar,main,member,60,149,92,2024-12-29 01:07:59,2025-01-02 18:58:16
Sliccsar,Bouchad,Enchanter,40,Dark Elf,alternate,member,60,149,92,2024-12-29 01:07:59,2025-01-02 18:58:16
Slim,Slim,Enchanter,60,Dark Elf,main,applicant,11,11,0,2026-01-24 19:19:43,
Slinkystrings,Slinkystrings,Bard,52,Half-Elf,main,applicant,0,0,0,2026-02-17 04:30:12,
Slowurrole,Slowurrole,Shaman,60,Iksar,main,member,35,357,383,2026-02-18 01:48:05,2026-02-19 04:21:08
Slowurrole,Killman,Shadow Knight,60,Iksar,main,member,35,357,383,2026-02-18 01:48:05,2026-02-19 04:21:08
Slowurrole,elementaal,Magician,8,Gnome,alternate,member,35,357,383,2026-02-18 01:48:05,2026-02-19 04:21:08
Sneaksup,Sneaksup,Rogue,60,Gnome,main,former,0,119,90,,
Sneaksup,Izekiel,Magician,54,Gnome,alternate,former,0,119,90,,
Snickkers,Biggeh,Shaman,27,Ogre,alternate,former,0,73,26,,2025-01-06 16:07:21
Snickkers,Snickkers,Druid,58,Human,main,former,0,73,26,,2025-01-06 16:07:21
Socket,Socket,Druid,60,Wood Elf,main,member,15,56,41,2025-09-06 22:59:16,2025-10-08 09:20:40
Sojobo,Scrotalrodent,Shadow Knight,5,Gnome,alternate,member,47,136,89,2025-12-12 21:07:42,2026-01-02 18:24:12
Sojobo,Sojobo,Monk,60,Iksar,main,member,47,136,89,2025-12-12 21:07:42,2026-01-02 18:24:12
Sokem,Rattlekore,Magician,40,Gnome,alternate,member,67,171,104,2024-10-26 13:44:12,2024-10-28 21:26:48
Sokem,Sokem,Monk,60,Iksar,main,member,67,171,104,2024-10-26 13:44:12,2024-10-28 21:26:48
Sokem,Zavyurbags,Bard,1,Half-Elf,alternate,member,67,171,104,2024-10-26 13:44:12,2024-10-28 21:26:48
Sokem,Zavyur,Cleric,10,Dark Elf,alternate,member,67,171,104,2024-10-26 13:44:12,2024-10-28 21:26:48
Sokem,Nareena,Druid,30,Wood Elf,alternate,member,67,171,104,2024-10-26 13:44:12,2024-10-28 21:26:48
Somersault,Howsermd,Cleric,60,High Elf,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Bigdumb,Warrior,60,Wood Elf,main,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Bravebrave,Ranger,60,Wood Elf,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Johnpaul,Bard,55,Half-Elf,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Tickthe,Enchanter,60,High Elf,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Calling,Magician,60,Gnome,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Fromme,Necromancer,16,Iksar,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Somersault,Rogue,60,Dwarf,main,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Byebye,Wizard,54,Erudite,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Lufthansa,Druid,34,Halfling,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Weetank,Shadow Knight,14,Gnome,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Somersault,Languid,Shaman,16,Troll,alternate,member,43,1204,1209,2024-12-02 17:56:30,2025-01-02 18:42:35
Sowforbukk,Sowforbukk,Shaman,60,Ogre,main,member,22,33,11,2025-09-19 02:53:53,2025-10-17 07:42:31
Squishidus,Squishidus,Rogue,60,Halfling,main,member,156,170,14,2025-10-20 16:51:43,
Stardrakin,Stardrakin,Shaman,60,Iksar,main,officer,102,905,931,2025-03-05 02:31:56,
Stokks,Stokks,Rogue,52,Dwarf,main,member,6,6,0,2026-06-08 01:50:19,2026-06-19 17:24:47
Stokks,Hrmm,Shadow Knight,23,Troll,alternate,member,6,6,0,2026-06-08 01:50:19,2026-06-19 17:24:47
Styxs,Styxs,Necromancer,60,Iksar,main,member,71,131,60,2025-04-20 20:47:02,2025-05-13 19:15:46
Styxs,Juck,Shadow Knight,34,Iksar,alternate,member,71,131,60,2025-04-20 20:47:02,2025-05-13 19:15:46
Susu,Susu,Ranger,60,Wood Elf,main,member,196,604,408,2025-08-08 03:46:49,2025-10-02 03:29:49
Susu,Sussudio,Enchanter,60,High Elf,main,member,196,604,408,2025-08-08 03:46:49,2025-10-02 03:29:49
Syldan,Syldan,Ranger,55,Human,main,former,0,44,6,,
Sylex,Soko,Beastlord,60,Iksar,alternate,member,21,763,774,2024-10-25 22:50:28,2024-10-28 21:27:28
Sylex,Sylex,Enchanter,60,Dark Elf,main,member,21,763,774,2024-10-25 22:50:28,2024-10-28 21:27:28
Sylex,Darien,Paladin,60,Half-Elf,main,member,21,763,774,2024-10-25 22:50:28,2024-10-28 21:27:28
Sylex,Tetragon,Bard,1,Human,alternate,member,21,763,774,2024-10-25 22:50:28,2024-10-28 21:27:28
Sylex,Soske,Wizard,52,Erudite,alternate,member,21,763,774,2024-10-25 22:50:28,2024-10-28 21:27:28
Taeolas,Xilis,Necromancer,33,Iksar,alternate,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Taeolas,Tankith,Warrior,1,Ogre,alternate,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Taeolas,Bowth,Ranger,56,Halfling,alternate,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Taeolas,Caedyan,Enchanter,60,High Elf,alternate,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Taeolas,Tanth,Bard,60,Vah Shir,main,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Taeolas,Tinyth,Cleric,60,Halfling,alternate,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Taeolas,Taeolas,Druid,60,Wood Elf,main,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Taeolas,Callith,Magician,50,High Elf,alternate,member,128,692,631,2025-12-13 02:53:27,2026-01-02 18:25:16
Tatump,Tatump,Ranger,60,Wood Elf,main,member,125,227,102,2024-10-25 23:48:04,2024-10-28 21:27:45
Tazzak,Tazzak,Beastlord,32,Barbarian,main,applicant,0,0,0,2025-11-01 17:03:05,
Tazzak,Tazzok,Cleric,21,Halfling,alternate,applicant,0,0,0,2025-11-01 17:03:05,
Tazzak,Tazzek,Paladin,23,Dwarf,alternate,applicant,0,0,0,2025-11-01 17:03:05,
Tazzak,Wataru,Monk,6,Iksar,alternate,applicant,0,0,0,2025-11-01 17:03:05,
Tergrat,Tergrat,Shaman,60,Ogre,main,member,20,67,47,2025-08-28 02:19:31,2025-10-02 03:30:44
Thaotran,Thaotran,Beastlord,60,Vah Shir,main,member,69,84,15,2025-11-14 21:28:13,2025-12-06 02:36:31
Therizle,Therizle,Bard,46,Wood Elf,main,member,0,0,0,2025-12-16 23:35:06,2025-12-25 18:27:58
Thiccsar,Dirrk,Rogue,60,Wood Elf,alternate,member,325,998,718,2024-12-03 14:09:49,2025-01-03 02:59:56
Thiccsar,Stimm,Cleric,54,Human,alternate,member,325,998,718,2024-12-03 14:09:49,2025-01-03 02:59:56
Thiccsar,Deus,Paladin,60,High Elf,main,member,325,998,718,2024-12-03 14:09:49,2025-01-03 02:59:56
Thiccsar,Thiccsar,Necromancer,60,Iksar,main,member,325,998,718,2024-12-03 14:09:49,2025-01-03 02:59:56
Thiccsar,Fugli,Shaman,31,Ogre,alternate,member,325,998,718,2024-12-03 14:09:49,2025-01-03 02:59:56
Thiicc,Thiicc,Ranger,50,Human,main,former,0,35,7,,
Threx,Threx,Rogue,60,Wood Elf,main,member,38,48,10,2026-01-16 22:12:20,2026-02-09 01:37:56
Thunderquill,Trackerquill,Ranger,42,Halfling,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Sundialquill,Druid,47,Halfling,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Bulwarkquill,Warrior,14,Ogre,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Blessedquill,Paladin,8,Half-Elf,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Mezzaquill,Enchanter,44,Dark Elf,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Lifetakerquill,Shadow Knight,21,Ogre,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Roundhousequill,Monk,1,Iksar,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Zoomzoomquill,Shaman,10,Vah Shir,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Thunderquill,Magician,60,Human,main,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Thunderquill,Stabbityquill,Rogue,32,Vah Shir,alternate,member,33,504,471,2024-10-26 02:34:01,2024-10-28 21:28:03
Tigg,Newbian,Magician,16,Erudite,alternate,member,547,1035,569,2025-09-02 19:25:03,2025-10-02 02:51:15
Tigg,Tigg,Warrior,60,Ogre,main,member,547,1035,569,2025-09-02 19:25:03,2025-10-02 02:51:15
Tigg,Hugeman,Shaman,50,Dark Elf,alternate,member,547,1035,569,2025-09-02 19:25:03,2025-10-02 02:51:15
Tigg,Blicky,Bard,60,Half-Elf,alternate,member,547,1035,569,2025-09-02 19:25:03,2025-10-02 02:51:15
Tigrex,Tigrex,Shaman,54,Ogre,main,former,0,28,4,,
Tokum,Tokum,Shadow Knight,60,Gnome,main,officer,5,340,335,2025-01-15 06:20:08,
Tonik,Scruffs,Cleric,60,Halfling,main,officer,232,1537,1360,2024-10-23 13:18:56,
Tonik,Tonik,Monk,60,Iksar,main,officer,232,1537,1360,2024-10-23 13:18:56,
Tonik,Vindibait,Shadow Knight,12,Ogre,alternate,officer,232,1537,1360,2024-10-23 13:18:56,
Tonik,Lxix,Warrior,3,Troll,alternate,officer,232,1537,1360,2024-10-23 13:18:56,
Tonik,Guenter,Bard,20,Half-Elf,alternate,officer,232,1537,1360,2024-10-23 13:18:56,
Tonik,Cubert,Magician,55,Gnome,alternate,officer,232,1537,1360,2024-10-23 13:18:56,
Toothpique,Toothpique,Rogue,50,Dwarf,main,member,7,8,1,2025-12-23 05:29:33,2026-01-12 23:59:07
Tramom,Tonkerbell,Druid,47,Halfling,alternate,applicant,22,22,0,2026-01-09 22:30:06,
Tramom,Tramom,Necromancer,60,Human,main,applicant,22,22,0,2026-01-09 22:30:06,
Trollstoll,Trollstoll,Beastlord,53,Troll,main,member,63,114,51,2026-04-23 01:27:58,2026-05-23 17:04:17
Tuscan,Appull,Enchanter,60,High Elf,alternate,member,87,183,177,2025-12-23 00:44:52,2026-01-05 19:00:47
Tuscan,Tuskin,Beastlord,60,Iksar,main,member,87,183,177,2025-12-23 00:44:52,2026-01-05 19:00:47
Tuscan,Tuskan,Bard,35,Half-Elf,alternate,member,87,183,177,2025-12-23 00:44:52,2026-01-05 19:00:47
Tuscan,Appul,Beastlord,14,Vah Shir,alternate,member,87,183,177,2025-12-23 00:44:52,2026-01-05 19:00:47
Tuscan,Tusken,Necromancer,22,Iksar,alternate,member,87,183,177,2025-12-23 00:44:52,2026-01-05 19:00:47
Tuscan,Tuscan,Shadow Knight,60,Gnome,main,member,87,183,177,2025-12-23 00:44:52,2026-01-05 19:00:47
Tuwva,Jeen,Shaman,1,Barbarian,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Tuwa,Warrior,43,Ogre,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Awut,Cleric,42,Dwarf,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Tuvv,Rogue,60,Halfling,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Tuww,Ranger,58,Halfling,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Duvos,Monk,55,Human,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Tuvwa,Necromancer,56,Gnome,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Tuwva,Beastlord,60,Ogre,main,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Duvv,Paladin,47,Dwarf,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Tuvva,Druid,60,Halfling,main,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Tuwva,Tuvvos,Magician,55,Gnome,alternate,member,149,1256,1169,2024-10-25 23:49:08,2024-10-28 21:28:33
Unconsentual,Unconsentual,Enchanter,60,Dark Elf,main,member,10,218,208,2026-02-19 00:33:34,2026-02-19 04:19:56
Unconsentual,Nocthu,Rogue,60,Halfling,main,member,10,218,208,2026-02-19 00:33:34,2026-02-19 04:19:56
Vaelaa,Vaelaa,Shadow Knight,53,Dark Elf,main,member,4,4,0,2026-05-23 00:47:58,
Valencia,Vending,Magician,43,Gnome,alternate,member,72,265,193,2024-10-30 00:04:57,2024-11-07 19:09:12
Valencia,Valencia,Enchanter,60,High Elf,main,member,72,265,193,2024-10-30 00:04:57,2024-11-07 19:09:12
Valencia,Pulldis,Shadow Knight,2,Ogre,alternate,member,72,265,193,2024-10-30 00:04:57,2024-11-07 19:09:12
Valencia,Speedster,Bard,56,Wood Elf,alternate,member,72,265,193,2024-10-30 00:04:57,2024-11-07 19:09:12
Valencia,Jules,Rogue,54,Dwarf,alternate,member,72,265,193,2024-10-30 00:04:57,2024-11-07 19:09:12
Vaylon,Meechum,Ranger,60,Wood Elf,alternate,member,81,290,249,2025-09-24 00:52:17,2025-10-13 20:06:31
Vaylon,Somos,Bard,60,Half-Elf,main,member,81,290,249,2025-09-24 00:52:17,2025-10-13 20:06:31
Vaylon,Hadrian,Cleric,60,Human,alternate,member,81,290,249,2025-09-24 00:52:17,2025-10-13 20:06:31
Vaylon,Vaylon,Magician,60,Gnome,main,member,81,290,249,2025-09-24 00:52:17,2025-10-13 20:06:31
Vesago,Vesago,Necromancer,60,Iksar,alternate,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Zyrath,Shaman,60,Iksar,alternate,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Drakkael,Enchanter,60,Dark Elf,main,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Daenerys,Bard,51,Human,alternate,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Badfriend,Magician,51,Gnome,alternate,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Bestfriend,Warrior,15,Ogre,alternate,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Dialea,Druid,60,Wood Elf,alternate,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Peachie,Cleric,60,Dark Elf,alternate,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vesago,Draaner,Monk,60,Iksar,main,member,57,163,143,2024-10-25 23:57:33,2024-11-07 19:11:06
Vetiz,Vealyn,Druid,50,Halfling,alternate,inactive,25,28,3,2024-12-09 18:52:45,
Vetiz,Vurk,Beastlord,21,Iksar,alternate,inactive,25,28,3,2024-12-09 18:52:45,
Vetiz,Vetiz,Necromancer,60,Iksar,main,inactive,25,28,3,2024-12-09 18:52:45,
Vetiz,Vouryl,Ranger,19,Wood Elf,alternate,inactive,25,28,3,2024-12-09 18:52:45,
Vexxia,Vexxia,Enchanter,60,Dark Elf,main,member,71,73,2,2025-09-30 05:23:24,2025-10-29 19:49:02
Vexxia,Sathik,Shadow Knight,46,Iksar,alternate,member,71,73,2,2025-09-30 05:23:24,2025-10-29 19:49:02
Vexxia,Curri,Bard,60,Vah Shir,main,member,71,73,2,2025-09-30 05:23:24,2025-10-29 19:49:02
Vvicked,Talented,Rogue,60,Dark Elf,main,former,0,966,951,,
Vvicked,Ravenly,Wizard,60,Dark Elf,main,former,0,966,951,,
Vvicked,Vvicked,Necromancer,60,Dark Elf,alternate,former,0,966,951,,
Vvicked,Nyana,Bard,60,Vah Shir,alternate,former,0,966,951,,
Vvicked,Wholesome,Paladin,55,High Elf,alternate,former,0,966,951,,
Wagon,Wagon,Ranger,60,Wood Elf,main,member,21,118,150,2026-05-28 17:48:54,2026-06-17 17:17:08
Warangell,Warangell,Warrior,56,Barbarian,main,inactive,80,126,46,2024-11-07 23:00:42,
Warangell,Wanadru,Druid,36,Wood Elf,alternate,inactive,80,126,46,2024-11-07 23:00:42,
Watchyaback,Fingerlickin,Warrior,31,Dwarf,alternate,member,117,216,99,2025-01-10 14:19:15,2025-01-20 20:47:56
Watchyaback,Anchanting,Enchanter,43,Dark Elf,alternate,member,117,216,99,2025-01-10 14:19:15,2025-01-20 20:47:56
Watchyaback,Faamzen,Wizard,43,Dark Elf,alternate,member,117,216,99,2025-01-10 14:19:15,2025-01-20 20:47:56
Watchyaback,Healyaz,Cleric,47,Dark Elf,alternate,member,117,216,99,2025-01-10 14:19:15,2025-01-20 20:47:56
Watchyaback,Watchyaback,Rogue,60,Gnome,main,member,117,216,99,2025-01-10 14:19:15,2025-01-20 20:47:56
Watchyaback,Laramie,Beastlord,5,Barbarian,alternate,member,117,216,99,2025-01-10 14:19:15,2025-01-20 20:47:56
Watchyaback,Necrodad,Necromancer,31,Dark Elf,alternate,member,117,216,99,2025-01-10 14:19:15,2025-01-20 20:47:56
Weasy,Weasy,Bard,60,Half-Elf,main,member,27,646,620,2024-10-25 23:48:44,2024-10-28 21:28:46
Weasy,Berek,Shaman,5,Barbarian,alternate,member,27,646,620,2024-10-25 23:48:44,2024-10-28 21:28:46
Weasy,Mithrilon,Enchanter,46,High Elf,alternate,member,27,646,620,2024-10-25 23:48:44,2024-10-28 21:28:46
